Name,Author ID,Title,Year,Venue,keywords
"Timothy C. Guetterman, Ph.D.",7948561,A Methodological Review of Mixed Methods Research in Palliative and End-of-Life Care (2014–2019),2020,International Journal of Environmental Research and Public Health,"['Ear', 'Research', 'Logic']"
"Timothy C. Guetterman, Ph.D.",7948561,Challenging procedures used in systematic reviews by promoting a case-based approach to the analysis of qualitative methods in nursing trials.,2020,Nursing Inquiry,['Tin']
"Timothy C. Guetterman, Ph.D.",7948561,The Role of Financial Journalists in the Expectations Channel of the Monetary Transmission Mechanism,2020,Research In International Business and Finance,['Role']
"Timothy C. Guetterman, Ph.D.",7948561,Assessing Nonverbal Communication Skills Demonstrated by Medical Students in a Virtual Human Simulation,2020,Proceedings of the 2020 AERA Annual Meeting,['Communication']
"Timothy C. Guetterman, Ph.D.",7948561,"Understanding the Feasibility, Acceptability, and Efficacy of a Clinical Pharmacist-led Mobile Approach (BPTrack) to Hypertension Management: Mixed Methods Pilot Study",2020,Journal of Medical Internet Research,"['Arm', 'Hypertension']"
"Timothy C. Guetterman, Ph.D.",7948561,Using the Exploratory Sequential Design for Complex Intervention Development: Example of the Development of a Self-Management Program for Spinal Cord Injury,2020,,['Spinal Cord']
"Timothy C. Guetterman, Ph.D.",7948561,Virtual Special Issue on “Integration in Mixed Methods Research”,2020,,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,"Qualitative, Quantitative, and Mixed Methods Research Sampling Strategies",2020,Education,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,"""They're Doing Their Job"": Women's Acceptance of Emergency Department Contraception Counseling.",2020,Annals of Emergency Medicine,"['Contraception', 'Counseling', 'Art']"
"Timothy C. Guetterman, Ph.D.",7948561,"Enhancing Prehospital Outcomes for Cardiac Arrest (EPOC) study: sequential mixed-methods study protocol in Michigan, USA",2020,BMJ Open,['Rest']
"Timothy C. Guetterman, Ph.D.",7948561,"Patient, caregiving partner, and clinician recommendations for improving heart failure care in the Veterans Health Administration",2020,Chronic Illness,"['Ear', 'Heart', 'Heart Failure', 'Art']"
"Timothy C. Guetterman, Ph.D.",7948561,An Integrated Model of Influence: Use of Assessment Data in Higher Education.,2020,,['Education']
"Timothy C. Guetterman, Ph.D.",7948561,Gaps in Alcohol Screening and Intervention Practices in Surgical Healthcare: A Qualitative Study.,2020,Journal of addiction medicine,[]
"Timothy C. Guetterman, Ph.D.",7948561,"Educational Research: Planning, Conducting, and Evaluating Quantitative and Qualitative Research, 6th Edition.",2019,,"['Ear', 'Tin', 'Research', 'Qualitative Research', 'Education']"
"Timothy C. Guetterman, Ph.D.",7948561,Response to letter by Lingping Zhu: Small ‘r’ research as big ‘R’ research in general practice,2019,Family Medicine and Community Health Journal,"['Ear', 'Research', 'General Practice', 'Letter']"
"Timothy C. Guetterman, Ph.D.",7948561,Abstract 138: Defining System of Care Best Practices for Out-Of-Hospital Cardiac Arrest Survival,2019,Circulation,"['Rest', 'Survival']"
"Timothy C. Guetterman, Ph.D.",7948561,Influence of Scribes on Patient-Physician Communication in Primary Care Encounters: Mixed Methods Study (Preprint),2019,,"['Ribes', 'Communication']"
"Timothy C. Guetterman, Ph.D.",7948561,Qualitative Methodology in Cardiovascular Outcomes Research: A Contemporary Look.,2019,Circulation. Cardiovascular Quality and Outcomes,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Assessment of Rapid Response Teams at Top-Performing Hospitals for In-Hospital Cardiac Arrest.,2019,JAMA Internal Medicine,"['Tea', 'Rest']"
"Timothy C. Guetterman, Ph.D.",7948561,FRONTIERS IN CARDIOVASCULAR QUALITY AND OUTCOMES,2019,,[]
"Timothy C. Guetterman, Ph.D.",7948561,Mixed methods in accounting: a field based analysis,2019,Meditari Accountancy Research,['Tin']
"Timothy C. Guetterman, Ph.D.",7948561,Modeling the Use of Mixed Methods–Grounded Theory: Developing Scales for a New Measurement Model,2019,Journal of Mixed Methods Research,['Grounded Theory']
"Timothy C. Guetterman, Ph.D.",7948561,Discovering and doing family medicine and community health research,2019,Family Medicine and Community Health Journal,"['Ear', 'Family', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Influence of Scribes on Patient-Physician Communication in Primary Care Encounters: Mixed Methods Study,2019,JMIR Medical Informatics,"['Ribes', 'Communication']"
"Timothy C. Guetterman, Ph.D.",7948561,Curriculum development: a how to primer,2019,Family Medicine and Community Health Journal,['Curriculum']
"Timothy C. Guetterman, Ph.D.",7948561,Contraceptive Care for Women With Medical Conditions: A Qualitative Study to Identify Potential Best Practices for Primary Care Physicians.,2019,Family Medicine,[]
"Timothy C. Guetterman, Ph.D.",7948561,Applying Mixed Methods Research to Healthcare Simulation,2019,Healthcare Simulation Research,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,"Comparing the Barriers and Facilitators of Heart Failure Management as Perceived by Patients, Caregivers, and Clinical Providers.",2019,Journal of Cardiovascular Nursing,"['Ear', 'Heart', 'Heart Failure', 'Art', 'Caregivers']"
"Timothy C. Guetterman, Ph.D.",7948561,Contemporary Approaches to Mixed Methods–Grounded Theory Research: A Field-Based Analysis,2019,,"['Ear', 'Research', 'Grounded Theory']"
"Timothy C. Guetterman, Ph.D.",7948561,Nursing roles for in-hospital cardiac arrest response: higher versus lower performing hospitals,2019,BMJ Quality & Safety,"['Role', 'Rest']"
"Timothy C. Guetterman, Ph.D.",7948561,Process Evaluation of a Retreat for Scholars in the First Cohort: The NIH Mixed Methods Research Training Program for the Health Sciences,2019,Journal of Mixed Methods Research,"['Ear', 'Rain', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Mixed methods grant applications in the health sciences: An analysis of reviewer comments,2019,PLoS ONE,['Comment']
"Timothy C. Guetterman, Ph.D.",7948561,"Response to ""Emerging Roles of Virtual Patients in the Age of AI"".",2019,AMA journal of ethics,['Role']
"Timothy C. Guetterman, Ph.D.",7948561,Basics of statistics for primary care research,2019,Family Medicine and Community Health Journal,"['Ear', 'Tics', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Medical Students’ Experiences and Outcomes Using a Virtual Human Simulation to Improve Communication Skills: Mixed Methods Study,2019,Journal of Medical Internet Research,['Communication']
"Diane M. Harper, M.D., M.P.H., M.S.",49129013,Health-Related Quality of Life for People With Acute and Chronic Illnesses During the COVID-19 Pandemic,2021,Journal of the American Board of Family Medicine,[]
"Micheleen Hashikawa, M.D.",46872985,Use of Tablet Video for Delivery of Neonatal Discharge Instructions to First-Time Parents.,2021,Family Medicine,['Time']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,The Thread of Time.,2024,Primary Care,['Time']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,S559 Heartburn Frequency and Symptom Improvement Rates of Treated Episodes when Switching From Daily to On-Demand Vonoprazan Treatment for Non-erosive Reflux Disease,2024,American Journal of Gastroenterology,"['Ear', 'Chin', 'Heart', 'Heartburn', 'Art']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"New Drugs, New Strategies, New Demand.",2024,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Imprecise Clinical Assessments and Inaccurate Grades: Family Medicine Clerkship Director Perspectives.,2024,Family Medicine,"['Hip', 'Family']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Current Procedural Practices of Family Medicine Teaching Physicians.,2024,Family Medicine,"['Chin', 'Tea', 'Family']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Courage to Shape Our Future.,2024,Family Medicine,['Courage']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Testosterone Replacement Therapy for Male Hypogonadism.,2024,American Family Physician,['Testosterone']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Collaborations Versus Missions.,2024,PRiMER,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"Evidence-Based Medicine Culture, Curriculum, and Program Outcomes: A CERA Study.",2024,Family Medicine,"['Culture', 'Curriculum']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Storylines of family medicine VII: family medicine across the lifespan,2024,Family Medicine and Community Health,['Family']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Always at the Top.,2023,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Twenty-First Century Challenge: Social Determinants of Health.,2023,Primary Care,['Social Determinants of Health']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"Gut Bacteria: The Good, The Bad, The Necessary.",2023,Primary Care,['Bacteria']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,We Are Here for You.,2023,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Beeeeeee Careful.,2023,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,The Meaning Behind the Medicine.,2023,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Telehealth,2022,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,You're a Dermatologist Too?,2022,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,AGA Clinical Practice Guideline on the Pharmacological Management of Irritable Bowel Syndrome With Constipation.,2022,Gastroenterology,"['Arm', 'Constipation', 'Logic']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,A Narrative Review of Irritable Bowel Syndrome with Diarrhea: A Primer for Primary Care Providers,2022,Advances in Therapy,['Diarrhea']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"""Suffer Not"".",2022,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Comprehensive Diabetes Care.,2022,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,AGA Clinical Practice Guideline on the Pharmacological Management of Irritable Bowel Syndrome With Diarrhea.,2022,Gastroenterology,"['Arm', 'Diarrhea', 'Logic']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"""Is This Legit?""",2022,Primary Care,['Leg']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Socially Distanced Teaching: Faculty Feedback on Teaching During Telemedicine,2022,The journal of the International Association of Medical Science Educators : JIAMSE,"['Chin', 'Tea', 'Feedback', 'Faculty']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Understanding and Equality. Period.,2021,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Men's Health: Scrotal and Testicular Conditions.,2021,FP essentials,"[""Men's Health""]"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Meeting Children’s Greatest Needs,2021,Primary Care,"['Tin', 'Child']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Diagnosing Constipation Spectrum Disorders in a Primary Care Setting,2021,Journal of Clinical Medicine,"['Constipation', 'Tin']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Men's Health: Prostate Cancer Screening.,2021,FP essentials,"['Prostate', ""Men's Health""]"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"""Oh, You Can Do That?""",2021,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Self-Directed Technology to Improve Urinary Symptoms,2021,Annals of Family Medicine,['Technology']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Management of irritable bowel syndrome with diarrhea: focus on eluxadoline,2021,Current Medical Research and Opinion,['Diarrhea']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,The Time is NOW.,2020,Primary Care,['Time']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"""So Am I Leaking Pasta?""",2020,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Co-curricular Programs in an Accelerated Curriculum,2020,MedEdPublish,['Curriculum']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"Aches and Pains, Goals, and Gains.",2020,Primary Care,"['Pain', 'Goals']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Culture Shock and Changing Times.,2020,Primary Care,"['Time', 'Culture']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,PD28-01 PROCESS OF CARE OF ED 3.0 FOR THE UROLOGIC PROVIDER,2020,,['Logic']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,The World Has Changed,2020,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"Prevention into Practice, Practicing Prevention.",2019,Primary Care,[]
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,Personal Sun Protection and Counseling Patterns among Primary Care Providers,2019,,['Counseling']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"Education to Practice, Patients, and Populations.",2019,Primary Care,['Education']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,American Gastroenterological Association Institute Guideline on the Medical Management of Opioid-Induced Constipation.,2019,Gastroenterology,"['Constipation', 'Association', 'Logic']"
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"Goals of Care, Plans for Life.",2019,Primary Care,['Goals']
"Joel J.  Heidelbaugh, M.D., FAAFP, FACG",5304426,"To Own the Truth, Own the Data.",2019,Primary Care,[]
"Robert J.  Heizelman, M.D.",2008544068,Model Clinic to Increase Preventive Screenings Among Patients With Physical Disabilities: Protocol for a Mixed Methods Intervention Pilot Study,2023,JMIR Research Protocols,[]
"Robert J.  Heizelman, M.D.",2008544068,Monitoring Social Determinants of Health Assessing Patients and Communities.,2023,Primary Care,['Social Determinants of Health']
"Robert J.  Heizelman, M.D.",2008544068,Telehealth and Hypertension Management.,2022,Primary Care,['Hypertension']
"Robert J.  Heizelman, M.D.",2008544068,Telehealth,2022,Primary Care,[]
"Robert J.  Heizelman, M.D.",2008544068,The Doctor Is Online: The New Virtual Landscape of Health Care,2022,Primary Care,[]
"Robert J.  Heizelman, M.D.",2008544068,Erratum to: “The future of cancer screening after COVID‐19 may be at home”,2021,Cancer,[]
"Robert J.  Heizelman, M.D.",2008544068,The future of cancer screening after COVID‐19 may be at home,2020,Cancer,[]
"Tyler G.  James, Ph.D., MCHES®",6117851,Qualitative Thematic Analysis in a Mixed Methods Study: Guidelines and Considerations for Integration,2024,Journal of Mixed Methods Research,[]
"Tyler G.  James, Ph.D., MCHES®",6117851,Antenatal depression and drug use among deaf and hard-of-hearing birthing parents: results from a U.S. National Survey.,2024,Archives of Women's Mental Health,"['Ear', 'Hearing']"
"Tyler G.  James, Ph.D., MCHES®",6117851,"Inclusion of People With Disabilities in Community Health Needs Assessments in Florida, United States.",2024,Health Promotion Practice,[]
